trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
153,False,"{'a': 0.001, 'e': 0.8581297218113938}",20,5,-62.356170421793635,"{0: 10, 1: 1, 2: 1, 3: 3, 4: 0}",1
154,False,"{'a': 0.001, 'e': 0.8572720210114575}",20,0,-158.1247174904288,"{0: 10, 1: 1, 2: 6, 3: 1, 4: 2}",0
155,False,"{'a': 0.001, 'e': 0.8564151774836135}",20,11,-24.276376294699972,"{0: 5, 1: 1, 2: 3, 3: 0, 4: 0}",1
156,False,"{'a': 0.001, 'e': 0.8555591903710185}",25,0,-87.06398912133312,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
157,False,"{'a': 0.001, 'e': 0.8547040588176851}",25,0,-80.12740231790664,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
158,False,"{'a': 0.001, 'e': 0.8538497819684817}",25,3,-63.22571033886336,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
159,False,"{'a': 0.001, 'e': 0.8529963589691315}",20,0,-8.749925102821845,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
160,False,"{'a': 0.001, 'e': 0.8521437889662113}",20,10,-24.462382739417794,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
161,False,"{'a': 0.001, 'e': 0.8512920711071511}",20,0,-86.82982106215546,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
162,False,"{'a': 0.001, 'e': 0.850441204540233}",20,0,-93.49871571034276,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
163,False,"{'a': 0.001, 'e': 0.8495911884145902}",25,0,-45.900725542048534,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
164,False,"{'a': 0.001, 'e': 0.8487420218802068}",20,1,-77.22338131838423,"{0: 10, 1: 4, 2: 4, 3: 0, 4: 1}",1
165,False,"{'a': 0.001, 'e': 0.8478937040879159}",20,0,-72.87805989469793,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
166,False,"{'a': 0.001, 'e': 0.8470462341893996}",25,0,-158.66317819343996,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
167,False,"{'a': 0.001, 'e': 0.8461996113371882}",20,0,-30.955985908327406,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
168,False,"{'a': 0.001, 'e': 0.8453538346846587}",20,0,-60.32126158294642,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
169,False,"{'a': 0.001, 'e': 0.8445089033860343}",20,0,-121.40368832948143,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
170,False,"{'a': 0.001, 'e': 0.8436648165963837}",20,0,-103.37962650931227,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 0}",0
171,False,"{'a': 0.001, 'e': 0.8428215734716199}",20,0,-46.86630330236877,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",1
172,False,"{'a': 0.001, 'e': 0.8419791731684999}",25,7,-47.22970792479278,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 0}",1
173,False,"{'a': 0.001, 'e': 0.8411376148446232}",25,13,-25.382681423027226,"{0: 7, 1: 2, 2: 3, 3: 0, 4: 0}",1
174,False,"{'a': 0.001, 'e': 0.8402968976584314}",20,0,-75.40173647152619,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
175,False,"{'a': 0.001, 'e': 0.8394570207692074}",20,1,-27.26797570322631,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
176,False,"{'a': 0.001, 'e': 0.838617983337074}",20,0,-70.57692962768743,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
177,False,"{'a': 0.001, 'e': 0.8377797845229938}",20,0,-45.30698105995652,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
178,False,"{'a': 0.001, 'e': 0.8369424234887681}",25,0,-81.79615363436396,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
179,False,"{'a': 0.001, 'e': 0.8361058993970355}",25,0,-35.20054289288359,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
180,False,"{'a': 0.001, 'e': 0.835270211411272}",20,1,-28.579413488936744,"{0: 13, 1: 4, 2: 1, 3: 1, 4: 0}",1
181,False,"{'a': 0.001, 'e': 0.8344353586957896}",25,0,-9.766847616587768,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
